committee_name	sect_ind	donations
Transportation and Infrastructure (H)	Ideological/Single-Issue - Foreign & Defense Policy	294935
Transportation and Infrastructure (H)	Ideological/Single-Issue - Gun Control	6050
Transportation and Infrastructure (H)	Ideological/Single-Issue - Gun Rights	277447
Transportation and Infrastructure (H)	Ideological/Single-Issue - Human Rights	611342
Transportation and Infrastructure (H)	Ideological/Single-Issue - Leadership PACs	4679010
Transportation and Infrastructure (H)	Ideological/Single-Issue - Pro-Israel	968148
Transportation and Infrastructure (H)	Ideological/Single-Issue - Republican/Conservative	760854
Transportation and Infrastructure (H)	Ideological/Single-Issue - Women's Issues	1700856
Transportation and Infrastructure (H)	Labor - Building Trade Unions	1406375
Transportation and Infrastructure (H)	Labor - Industrial Unions	880060
Transportation and Infrastructure (H)	Labor - Misc Unions	410378
Transportation and Infrastructure (H)	Labor - Public Sector Unions	1386749
Transportation and Infrastructure (H)	Labor - Transportation Unions	2518865
Transportation and Infrastructure (H)	Lawyers & Lobbyists - Lawyers/Law Firms	4111231
Transportation and Infrastructure (H)	Lawyers & Lobbyists - Lobbyists	1556079
Transportation and Infrastructure (H)	Misc Business - Beer, Wine & Liquor	947210
Transportation and Infrastructure (H)	Misc Business - Business Associations	178702
Transportation and Infrastructure (H)	Misc Business - Business Services	1229452
Transportation and Infrastructure (H)	Misc Business - Casinos/Gambling	775919
Transportation and Infrastructure (H)	Misc Business - Chemical & Related Manufacturing	428453
Transportation and Infrastructure (H)	Misc Business - Food & Beverage	782151
Transportation and Infrastructure (H)	Misc Business - Lodging/Tourism	419101
Transportation and Infrastructure (H)	Misc Business - Misc Manufacturing & Distributing	878977
Transportation and Infrastructure (H)	Misc Business - Misc Services	232602
Transportation and Infrastructure (H)	Misc Business - Recreation/Live Entertainment	172840
Transportation and Infrastructure (H)	Misc Business - Retail Sales	845095
Transportation and Infrastructure (H)	Misc Business - Steel Production	134925
Transportation and Infrastructure (H)	Misc Business - Textiles	52357
Transportation and Infrastructure (H)	Other - Civil Servants/Public Officials	373800
Transportation and Infrastructure (H)	Other - Clergy & Religious Organizations	57525
Transportation and Infrastructure (H)	Other - Education	987083
Transportation and Infrastructure (H)	Other - Non-Profit Institutions	342921
Transportation and Infrastructure (H)	Other - Retired	3934280
Transportation and Infrastructure (H)	Transportation - Air Transport	2814250
Transportation and Infrastructure (H)	Transportation - Automotive	1013953
Transportation and Infrastructure (H)	Transportation - Railroads	1785433
Transportation and Infrastructure (H)	Transportation - Sea Transport	706434
Transportation and Infrastructure (H)	Transportation - Trucking	1018301
Veterans' Affairs (H)	Agribusiness - Agricultural Services/Products	280152
Veterans' Affairs (H)	Agribusiness - Crop Production & Basic Processing	368628
Veterans' Affairs (H)	Agribusiness - Dairy	44947
Veterans' Affairs (H)	Agribusiness - Food Processing & Sales	129755
Veterans' Affairs (H)	Agribusiness - Forestry & Forest Products	94110
Veterans' Affairs (H)	Agribusiness - Livestock	74185
Veterans' Affairs (H)	Agribusiness - Poultry & Eggs	33160
Veterans' Affairs (H)	Agribusiness - Tobacco	25500
Veterans' Affairs (H)	Communications/Electronics - Electronics Mfg & Equip	178640
Veterans' Affairs (H)	Communications/Electronics - Internet	54129
Veterans' Affairs (H)	Communications/Electronics - Printing & Publishing	110888
Veterans' Affairs (H)	Communications/Electronics - TV/Movies/Music	216748
Veterans' Affairs (H)	Communications/Electronics - Telecom Services	328061
Veterans' Affairs (H)	Communications/Electronics - Telephone Utilities	215786
Veterans' Affairs (H)	Construction - Building Materials & Equipment	176147
Veterans' Affairs (H)	Construction - Construction Services	207054
Veterans' Affairs (H)	Construction - General Contractors	282448
Veterans' Affairs (H)	Construction - Home Builders	104065
Veterans' Affairs (H)	Construction - Special Trade Contractors	101542
Veterans' Affairs (H)	Defense - Defense Aerospace	322632
Veterans' Affairs (H)	Defense - Defense Electronics	213125
Veterans' Affairs (H)	Defense - Misc Defense	78200
Veterans' Affairs (H)	Energy & Natural Resources - Electric Utilities	278940
Veterans' Affairs (H)	Energy & Natural Resources - Mining	130970
Veterans' Affairs (H)	Energy & Natural Resources - Oil & Gas	504666
Veterans' Affairs (H)	Energy & Natural Resources - Waste Management	25705
Veterans' Affairs (H)	Finance, Insurance & Real Estate - Accountants	285662
Veterans' Affairs (H)	Finance, Insurance & Real Estate - Commercial Banks	441543
Veterans' Affairs (H)	Finance, Insurance & Real Estate - Credit Unions	105159
Veterans' Affairs (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	69250
Veterans' Affairs (H)	Finance, Insurance & Real Estate - Insurance	742803
Veterans' Affairs (H)	Finance, Insurance & Real Estate - Misc Finance	385740
Veterans' Affairs (H)	Finance, Insurance & Real Estate - Real Estate	1465097
Veterans' Affairs (H)	Finance, Insurance & Real Estate - Savings & Loans	4100
Veterans' Affairs (H)	Finance, Insurance & Real Estate - Securities & Investment	1209359
Veterans' Affairs (H)	Health - Health Professionals	1728218
Veterans' Affairs (H)	Health - Health Services/HMOs	342775
Veterans' Affairs (H)	Health - Hospitals/Nursing Homes	383793
Veterans' Affairs (H)	Health - Pharmaceuticals/Health Products	531395
Veterans' Affairs (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	11296
Veterans' Affairs (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	48500
Veterans' Affairs (H)	Ideological/Single-Issue - Candidate Committees	648726
Veterans' Affairs (H)	Ideological/Single-Issue - Democratic/Liberal	542378
Veterans' Affairs (H)	Ideological/Single-Issue - Environment	167551
Veterans' Affairs (H)	Ideological/Single-Issue - Foreign & Defense Policy	41550
Veterans' Affairs (H)	Ideological/Single-Issue - Gun Control	4774
Veterans' Affairs (H)	Ideological/Single-Issue - Gun Rights	121273
Veterans' Affairs (H)	Ideological/Single-Issue - Human Rights	355610
Veterans' Affairs (H)	Ideological/Single-Issue - Leadership PACs	2107791
Veterans' Affairs (H)	Ideological/Single-Issue - Pro-Israel	479820
Veterans' Affairs (H)	Ideological/Single-Issue - Republican/Conservative	374326
Veterans' Affairs (H)	Ideological/Single-Issue - Women's Issues	379006
Veterans' Affairs (H)	Labor - Building Trade Unions	377000
Veterans' Affairs (H)	Labor - Industrial Unions	261125
Veterans' Affairs (H)	Labor - Misc Unions	146050
Veterans' Affairs (H)	Labor - Public Sector Unions	366900
Veterans' Affairs (H)	Labor - Transportation Unions	465544
Veterans' Affairs (H)	Lawyers & Lobbyists - Lawyers/Law Firms	1261877
Veterans' Affairs (H)	Lawyers & Lobbyists - Lobbyists	301512
Veterans' Affairs (H)	Misc Business - Beer, Wine & Liquor	257161
Veterans' Affairs (H)	Misc Business - Business Associations	49050
Veterans' Affairs (H)	Misc Business - Business Services	399697
Veterans' Affairs (H)	Misc Business - Casinos/Gambling	275265
Veterans' Affairs (H)	Misc Business - Chemical & Related Manufacturing	84700
Veterans' Affairs (H)	Misc Business - Food & Beverage	301875
Veterans' Affairs (H)	Misc Business - Lodging/Tourism	125077
Veterans' Affairs (H)	Misc Business - Misc Manufacturing & Distributing	505324
Veterans' Affairs (H)	Misc Business - Misc Services	109251
Veterans' Affairs (H)	Misc Business - Recreation/Live Entertainment	69340
Veterans' Affairs (H)	Misc Business - Retail Sales	329094
Veterans' Affairs (H)	Misc Business - Steel Production	24925
Veterans' Affairs (H)	Misc Business - Textiles	3900
Veterans' Affairs (H)	Other - Civil Servants/Public Officials	102341
Veterans' Affairs (H)	Other - Clergy & Religious Organizations	19958
Veterans' Affairs (H)	Other - Education	357408
Veterans' Affairs (H)	Other - Non-Profit Institutions	99671
Veterans' Affairs (H)	Other - Retired	2309460
Veterans' Affairs (H)	Transportation - Air Transport	283010
Veterans' Affairs (H)	Transportation - Automotive	377911
Veterans' Affairs (H)	Transportation - Railroads	210647
Veterans' Affairs (H)	Transportation - Sea Transport	44950
Veterans' Affairs (H)	Transportation - Trucking	131490
Veterans' Affairs (S)	Agribusiness - Agricultural Services/Products	520294
Veterans' Affairs (S)	Agribusiness - Crop Production & Basic Processing	821203
Veterans' Affairs (S)	Agribusiness - Dairy	91025
Veterans' Affairs (S)	Agribusiness - Food Processing & Sales	531774
Veterans' Affairs (S)	Agribusiness - Forestry & Forest Products	280113
Veterans' Affairs (S)	Agribusiness - Livestock	151223
Veterans' Affairs (S)	Agribusiness - Poultry & Eggs	97893
Veterans' Affairs (S)	Agribusiness - Tobacco	83387
Veterans' Affairs (S)	Communications/Electronics - Electronics Mfg & Equip	2734527
Veterans' Affairs (S)	Communications/Electronics - Internet	1150282
Veterans' Affairs (S)	Communications/Electronics - Printing & Publishing	1297855
Veterans' Affairs (S)	Communications/Electronics - TV/Movies/Music	1982385
Veterans' Affairs (S)	Communications/Electronics - Telecom Services	645361
Veterans' Affairs (S)	Communications/Electronics - Telephone Utilities	373399
Veterans' Affairs (S)	Construction - Building Materials & Equipment	250003
Veterans' Affairs (S)	Construction - Construction Services	976517
Veterans' Affairs (S)	Construction - General Contractors	693103
Veterans' Affairs (S)	Construction - Home Builders	169973
Veterans' Affairs (S)	Construction - Special Trade Contractors	542931
Veterans' Affairs (S)	Defense - Defense Aerospace	563642
Veterans' Affairs (S)	Defense - Defense Electronics	284570
Veterans' Affairs (S)	Defense - Misc Defense	179747
Veterans' Affairs (S)	Energy & Natural Resources - Electric Utilities	613983
Veterans' Affairs (S)	Energy & Natural Resources - Mining	50164
Veterans' Affairs (S)	Energy & Natural Resources - Oil & Gas	750231
Veterans' Affairs (S)	Energy & Natural Resources - Waste Management	34557
Veterans' Affairs (S)	Finance, Insurance & Real Estate - Accountants	601021
Veterans' Affairs (S)	Finance, Insurance & Real Estate - Commercial Banks	1220641
Veterans' Affairs (S)	Finance, Insurance & Real Estate - Credit Unions	113557
Veterans' Affairs (S)	Finance, Insurance & Real Estate - Finance/Credit Companies	289928
Veterans' Affairs (S)	Finance, Insurance & Real Estate - Insurance	1932895
Veterans' Affairs (S)	Finance, Insurance & Real Estate - Misc Finance	980500
Veterans' Affairs (S)	Finance, Insurance & Real Estate - Real Estate	2772134
Veterans' Affairs (S)	Finance, Insurance & Real Estate - Savings & Loans	25545
Veterans' Affairs (S)	Finance, Insurance & Real Estate - Securities & Investment	2401487
Veterans' Affairs (S)	Health - Health Professionals	3892111
Veterans' Affairs (S)	Health - Health Services/HMOs	759728
Veterans' Affairs (S)	Health - Hospitals/Nursing Homes	1937259
Veterans' Affairs (S)	Health - Pharmaceuticals/Health Products	1317271
Veterans' Affairs (S)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	2741
Veterans' Affairs (S)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	163218
Veterans' Affairs (S)	Ideological/Single-Issue - Candidate Committees	51032
Veterans' Affairs (S)	Ideological/Single-Issue - Democratic/Liberal	21430018
Veterans' Affairs (S)	Ideological/Single-Issue - Environment	305554
Veterans' Affairs (S)	Ideological/Single-Issue - Foreign & Defense Policy	97911
Veterans' Affairs (S)	Ideological/Single-Issue - Gun Control	91276
Veterans' Affairs (S)	Ideological/Single-Issue - Gun Rights	97644
Veterans' Affairs (S)	Ideological/Single-Issue - Human Rights	421270
Veterans' Affairs (S)	Ideological/Single-Issue - Leadership PACs	1602550
Veterans' Affairs (S)	Ideological/Single-Issue - Pro-Israel	525930
Veterans' Affairs (S)	Ideological/Single-Issue - Republican/Conservative	79605
Veterans' Affairs (S)	Ideological/Single-Issue - Women's Issues	801048
Veterans' Affairs (S)	Labor - Building Trade Unions	121805
Veterans' Affairs (S)	Labor - Industrial Unions	164233
Veterans' Affairs (S)	Labor - Misc Unions	143648
Veterans' Affairs (S)	Labor - Public Sector Unions	255602
Veterans' Affairs (S)	Labor - Transportation Unions	247665
Veterans' Affairs (S)	Lawyers & Lobbyists - Lawyers/Law Firms	4952007
Veterans' Affairs (S)	Lawyers & Lobbyists - Lobbyists	1288221
Veterans' Affairs (S)	Misc Business - Beer, Wine & Liquor	344461
Veterans' Affairs (S)	Misc Business - Business Associations	85449
